City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
260,Severo-Kurilsk,RU,2021-10-10 17:03:57,50.6789,156.125,46.04,92,100,24.54
261,George,ZA,2021-10-10 17:00:10,-33.963,22.4617,60.4,73,28,7.14
262,Yulara,AU,2021-10-10 17:03:58,-25.2406,130.9889,54.81,62,88,12.62
263,Manosque,FR,2021-10-10 17:03:58,43.8288,5.7869,63.75,71,88,3.94
264,Lata,PT,2021-10-10 17:03:58,40.1629,-8.3327,78.93,45,97,5.23
265,Biscarrosse,FR,2021-10-10 17:03:59,44.3945,-1.1672,66.43,59,0,5.75
266,Batagay,RU,2021-10-10 17:03:59,67.6333,134.6333,30.45,76,100,6.35
267,Maneadero,MX,2021-10-10 17:04:00,31.7167,-116.5667,78.19,75,0,1.99
268,Rudnichnyy,RU,2021-10-10 17:04:00,59.617,52.4703,39.94,96,100,5.99
269,Moose Factory,CA,2021-10-10 17:04:00,51.2585,-80.6094,67.98,77,75,11.5
270,Hasaki,JP,2021-10-10 17:04:01,35.7333,140.8333,66.29,69,39,16.89
271,Yumen,CN,2021-10-10 17:04:01,40.2833,97.2,40.69,19,0,13.76
272,Bagula,IN,2021-10-10 17:04:02,23.3167,88.65,82.18,73,84,6.35
273,Kosino,RU,2021-10-10 17:04:03,58.4127,51.2782,45.12,96,100,6.42
274,Komsomolskiy,UZ,2021-10-10 17:04:03,40.4272,71.7189,50.72,71,97,2.3
275,Geraldton,AU,2021-10-10 17:04:04,-28.7667,114.6,52.21,87,99,0.0
276,Price,US,2021-10-10 17:04:04,39.5994,-110.8107,54.66,47,1,8.05
277,Riyadh,SA,2021-10-10 16:59:20,24.6877,46.7219,89.74,14,0,10.16
278,Vila Velha,BR,2021-10-10 17:04:04,-20.3297,-40.2925,69.75,94,75,5.75
279,Dicabisagan,PH,2021-10-10 17:04:05,17.0818,122.4157,78.58,87,99,6.87
